eqp_id,module_nm,lot_id,cassette_slot,eqp_start_tm,eqp_end_tm,process_tm,eqp_start_iso,eqp_end_iso
4EKFA417,AtmArm-EndEffector11,TASJR91,17,2161.550000,2166.502000,4.950000,2026-04-13 06:29:50.690000,2026-04-13 06:29:55.642000
4EKFA417,CoolStationAL1PM7,TASJR91,17,2166.502000,2410.515000,244.009980,2026-04-13 06:29:55.642000,2026-04-13 06:33:59.655000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,2410.515000,2414.080000,3.570000,2026-04-13 06:33:59.655000,2026-04-13 06:34:03.220000
4EKFA417,CoolStationAL3PML17,TASJR91,17,2414.080000,2777.620000,363.540000,2026-04-13 06:34:03.220000,2026-04-13 06:40:06.760000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,2777.620000,2780.190000,2.569980,2026-04-13 06:40:06.760000,2026-04-13 06:40:09.330000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,2565.630000,2579.880000,14.250000,2026-04-13 06:36:34.770000,2026-04-13 06:36:49.020000
4EKFA417,AirLock1-iSlot1,TASJR91,9,2579.880000,2642.580000,62.700000,2026-04-13 06:36:49.020000,2026-04-13 06:37:51.720000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,2642.580000,2690.920000,48.360000,2026-04-13 06:37:51.720000,2026-04-13 06:38:40.060000
4EKFA417,PM3PML1,TASJR91,9,2690.920000,2870.120000,179.149980,2026-04-13 06:38:40.060000,2026-04-13 06:41:39.260000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,2870.120000,2876.120000,6.000000,2026-04-13 06:41:39.260000,2026-04-13 06:41:45.260000
4EKFA417,PM5-PML1,TASJR91,9,2876.120000,2934.520000,58.390020,2026-04-13 06:41:45.260000,2026-04-13 06:42:43.660000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,2934.520000,2937.520000,3.000000,2026-04-13 06:42:43.660000,2026-04-13 06:42:46.660000
4EKFA417,AirLock2-oSlot1,TASJR91,9,2937.520000,2959.920000,22.429980,2026-04-13 06:42:46.660000,2026-04-13 06:43:09.060000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,2959.920000,2964.220000,4.260000,2026-04-13 06:43:09.060000,2026-04-13 06:43:13.360000
4EKFA417,CoolStationAL1PML5,TASJR91,9,2964.220000,3214.220000,250.069980,2026-04-13 06:43:13.360000,2026-04-13 06:47:23.360000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,3214.220000,3218.920000,4.699980,2026-04-13 06:47:23.360000,2026-04-13 06:47:28.060000
4EKFA417,CoolStationAL4PML9,TASJR91,9,3218.920000,3601.720000,382.780020,2026-04-13 06:47:28.060000,2026-04-13 06:53:50.860000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,3601.720000,3607.320000,5.530020,2026-04-13 06:53:50.860000,2026-04-13 06:53:56.460000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,3667.320000,3682.167000,14.820000,2026-04-13 06:54:56.460000,2026-04-13 06:55:11.307000
4EKFA417,AirLock1-iSlot1,TASJR91,17,3682.167000,3709.880000,27.720000,2026-04-13 06:55:11.307000,2026-04-13 06:55:39.020000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,3709.880000,3724.830000,14.950020,2026-04-13 06:55:39.020000,2026-04-13 06:55:53.970000
4EKFA417,PM2-PML1,TASJR91,17,3724.830000,3905.750000,180.919980,2026-04-13 06:55:53.970000,2026-04-13 06:58:54.890000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,3905.750000,3912.520000,6.769980,2026-04-13 06:58:54.890000,2026-04-13 06:59:01.660000
4EKFA417,PM5-PML1,TASJR91,17,3912.520000,3969.910000,57.390000,2026-04-13 06:59:01.660000,2026-04-13 06:59:59.050000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,3969.910000,3974.250000,4.339980,2026-04-13 06:59:59.050000,2026-04-13 07:00:03.390000
4EKFA417,AirLock2-oSlot1,TASJR91,17,3974.250000,3995.210000,2.095998,2026-04-13 07:00:03.390000,2026-04-13 07:00:24.350000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,3995.210000,4000.162000,4.950000,2026-04-13 07:00:24.350000,2026-04-13 07:00:29.302000
4EKFA417,CoolStationAL1PM7,TASJR91,17,4000.162000,4244.175000,244.009980,2026-04-13 07:00:29.302000,2026-04-13 07:04:33.315000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,4244.175000,4247.740000,3.570000,2026-04-13 07:04:33.315000,2026-04-13 07:04:36.880000
4EKFA417,CoolStationAL3PML17,TASJR91,17,4247.740000,4611.280000,363.540000,2026-04-13 07:04:36.880000,2026-04-13 07:10:40.420000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,4611.280000,4613.850000,2.569980,2026-04-13 07:10:40.420000,2026-04-13 07:10:42.990000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,4399.290000,4413.540000,14.250000,2026-04-13 07:07:08.430000,2026-04-13 07:07:22.680000
4EKFA417,AirLock1-iSlot1,TASJR91,9,4413.540000,4476.240000,62.700000,2026-04-13 07:07:22.680000,2026-04-13 07:08:25.380000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,4476.240000,4524.580000,48.360000,2026-04-13 07:08:25.380000,2026-04-13 07:09:13.720000
4EKFA417,PM3PML1,TASJR91,9,4524.580000,4703.780000,179.149980,2026-04-13 07:09:13.720000,2026-04-13 07:12:12.920000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,4703.780000,4709.780000,6.000000,2026-04-13 07:12:12.920000,2026-04-13 07:12:18.920000
4EKFA417,PM5-PML1,TASJR91,9,4709.780000,4768.180000,58.390020,2026-04-13 07:12:18.920000,2026-04-13 07:13:17.320000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,4768.180000,4771.180000,3.000000,2026-04-13 07:13:17.320000,2026-04-13 07:13:20.320000
4EKFA417,AirLock2-oSlot1,TASJR91,9,4771.180000,4793.580000,22.429980,2026-04-13 07:13:20.320000,2026-04-13 07:13:42.720000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,4793.580000,4797.880000,4.260000,2026-04-13 07:13:42.720000,2026-04-13 07:13:47.020000
4EKFA417,CoolStationAL1PML5,TASJR91,9,4797.880000,5047.880000,250.069980,2026-04-13 07:13:47.020000,2026-04-13 07:17:57.020000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,5047.880000,5052.580000,4.699980,2026-04-13 07:17:57.020000,2026-04-13 07:18:01.720000
4EKFA417,CoolStationAL4PML9,TASJR91,9,5052.580000,5435.380000,382.780020,2026-04-13 07:18:01.720000,2026-04-13 07:24:24.520000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,5435.380000,5440.980000,5.530020,2026-04-13 07:24:24.520000,2026-04-13 07:24:30.120000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,5500.980000,5515.827000,14.820000,2026-04-13 07:25:30.120000,2026-04-13 07:25:44.967000
4EKFA417,AirLock1-iSlot1,TASJR91,17,5515.827000,5543.540000,27.720000,2026-04-13 07:25:44.967000,2026-04-13 07:26:12.680000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,5543.540000,5558.490000,14.950020,2026-04-13 07:26:12.680000,2026-04-13 07:26:27.630000
4EKFA417,PM2-PML1,TASJR91,17,5558.490000,5739.410000,180.919980,2026-04-13 07:26:27.630000,2026-04-13 07:29:28.550000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,5739.410000,5746.180000,6.769980,2026-04-13 07:29:28.550000,2026-04-13 07:29:35.320000
4EKFA417,PM5-PML1,TASJR91,17,5746.180000,5803.570000,57.390000,2026-04-13 07:29:35.320000,2026-04-13 07:30:32.710000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,5803.570000,5807.910000,4.339980,2026-04-13 07:30:32.710000,2026-04-13 07:30:37.050000
4EKFA417,AirLock2-oSlot1,TASJR91,17,5807.910000,5828.870000,2.095998,2026-04-13 07:30:37.050000,2026-04-13 07:30:58.010000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,5828.870000,5833.822000,4.950000,2026-04-13 07:30:58.010000,2026-04-13 07:31:02.962000
4EKFA417,CoolStationAL1PM7,TASJR91,17,5833.822000,6077.835000,244.009980,2026-04-13 07:31:02.962000,2026-04-13 07:35:06.975000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,6077.835000,6081.400000,3.570000,2026-04-13 07:35:06.975000,2026-04-13 07:35:10.540000
4EKFA417,CoolStationAL3PML17,TASJR91,17,6081.400000,6444.940000,363.540000,2026-04-13 07:35:10.540000,2026-04-13 07:41:14.080000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,6444.940000,6447.510000,2.569980,2026-04-13 07:41:14.080000,2026-04-13 07:41:16.650000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,6232.950000,6247.200000,14.250000,2026-04-13 07:37:42.090000,2026-04-13 07:37:56.340000
4EKFA417,AirLock1-iSlot1,TASJR91,9,6247.200000,6309.900000,62.700000,2026-04-13 07:37:56.340000,2026-04-13 07:38:59.040000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,6309.900000,6358.240000,48.360000,2026-04-13 07:38:59.040000,2026-04-13 07:39:47.380000
4EKFA417,PM3PML1,TASJR91,9,6358.240000,6537.440000,179.149980,2026-04-13 07:39:47.380000,2026-04-13 07:42:46.580000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,6537.440000,6543.440000,6.000000,2026-04-13 07:42:46.580000,2026-04-13 07:42:52.580000
4EKFA417,PM5-PML1,TASJR91,9,6543.440000,6601.840000,58.390020,2026-04-13 07:42:52.580000,2026-04-13 07:43:50.980000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,6601.840000,6604.840000,3.000000,2026-04-13 07:43:50.980000,2026-04-13 07:43:53.980000
4EKFA417,AirLock2-oSlot1,TASJR91,9,6604.840000,6627.240000,22.429980,2026-04-13 07:43:53.980000,2026-04-13 07:44:16.380000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,6627.240000,6631.540000,4.260000,2026-04-13 07:44:16.380000,2026-04-13 07:44:20.680000
4EKFA417,CoolStationAL1PML5,TASJR91,9,6631.540000,6881.540000,250.069980,2026-04-13 07:44:20.680000,2026-04-13 07:48:30.680000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,6881.540000,6886.240000,4.699980,2026-04-13 07:48:30.680000,2026-04-13 07:48:35.380000
4EKFA417,CoolStationAL4PML9,TASJR91,9,6886.240000,7269.040000,382.780020,2026-04-13 07:48:35.380000,2026-04-13 07:54:58.180000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,7269.040000,7274.640000,5.530020,2026-04-13 07:54:58.180000,2026-04-13 07:55:03.780000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,7334.640000,7349.487000,14.820000,2026-04-13 07:56:03.780000,2026-04-13 07:56:18.627000
4EKFA417,AirLock1-iSlot1,TASJR91,17,7349.487000,7377.200000,27.720000,2026-04-13 07:56:18.627000,2026-04-13 07:56:46.340000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,7377.200000,7392.150000,14.950020,2026-04-13 07:56:46.340000,2026-04-13 07:57:01.290000
4EKFA417,PM2-PML1,TASJR91,17,7392.150000,7573.070000,180.919980,2026-04-13 07:57:01.290000,2026-04-13 08:00:02.210000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,7573.070000,7579.840000,6.769980,2026-04-13 08:00:02.210000,2026-04-13 08:00:08.980000
4EKFA417,PM5-PML1,TASJR91,17,7579.840000,7637.230000,57.390000,2026-04-13 08:00:08.980000,2026-04-13 08:01:06.370000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,7637.230000,7641.570000,4.339980,2026-04-13 08:01:06.370000,2026-04-13 08:01:10.710000
4EKFA417,AirLock2-oSlot1,TASJR91,17,7641.570000,7662.530000,2.095998,2026-04-13 08:01:10.710000,2026-04-13 08:01:31.670000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,7662.530000,7667.482000,4.950000,2026-04-13 08:01:31.670000,2026-04-13 08:01:36.622000
4EKFA417,CoolStationAL1PM7,TASJR91,17,7667.482000,7911.495000,244.009980,2026-04-13 08:01:36.622000,2026-04-13 08:05:40.635000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,7911.495000,7915.060000,3.570000,2026-04-13 08:05:40.635000,2026-04-13 08:05:44.200000
4EKFA417,CoolStationAL3PML17,TASJR91,17,7915.060000,8278.600000,363.540000,2026-04-13 08:05:44.200000,2026-04-13 08:11:47.740000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,8278.600000,8281.170000,2.569980,2026-04-13 08:11:47.740000,2026-04-13 08:11:50.310000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,8066.610000,8080.860000,14.250000,2026-04-13 08:08:15.750000,2026-04-13 08:08:30.000000
4EKFA417,AirLock1-iSlot1,TASJR91,9,8080.860000,8143.560000,62.700000,2026-04-13 08:08:30.000000,2026-04-13 08:09:32.700000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,8143.560000,8191.900000,48.360000,2026-04-13 08:09:32.700000,2026-04-13 08:10:21.040000
4EKFA417,PM3PML1,TASJR91,9,8191.900000,8371.100000,179.149980,2026-04-13 08:10:21.040000,2026-04-13 08:13:20.240000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,8371.100000,8377.100000,6.000000,2026-04-13 08:13:20.240000,2026-04-13 08:13:26.240000
4EKFA417,PM5-PML1,TASJR91,9,8377.100000,8435.500000,58.390020,2026-04-13 08:13:26.240000,2026-04-13 08:14:24.640000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,8435.500000,8438.500000,3.000000,2026-04-13 08:14:24.640000,2026-04-13 08:14:27.640000
4EKFA417,AirLock2-oSlot1,TASJR91,9,8438.500000,8460.900000,22.429980,2026-04-13 08:14:27.640000,2026-04-13 08:14:50.040000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,8460.900000,8465.200000,4.260000,2026-04-13 08:14:50.040000,2026-04-13 08:14:54.340000
4EKFA417,CoolStationAL1PML5,TASJR91,9,8465.200000,8715.200000,250.069980,2026-04-13 08:14:54.340000,2026-04-13 08:19:04.340000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,8715.200000,8719.900000,4.699980,2026-04-13 08:19:04.340000,2026-04-13 08:19:09.040000
4EKFA417,CoolStationAL4PML9,TASJR91,9,8719.900000,9102.700000,382.780020,2026-04-13 08:19:09.040000,2026-04-13 08:25:31.840000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,9102.700000,9108.300000,5.530020,2026-04-13 08:25:31.840000,2026-04-13 08:25:37.440000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,9168.300000,9183.147000,14.820000,2026-04-13 08:26:37.440000,2026-04-13 08:26:52.287000
4EKFA417,AirLock1-iSlot1,TASJR91,17,9183.147000,9210.860000,27.720000,2026-04-13 08:26:52.287000,2026-04-13 08:27:20.000000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,9210.860000,9225.810000,14.950020,2026-04-13 08:27:20.000000,2026-04-13 08:27:34.950000
4EKFA417,PM2-PML1,TASJR91,17,9225.810000,9406.730000,180.919980,2026-04-13 08:27:34.950000,2026-04-13 08:30:35.870000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,9406.730000,9413.500000,6.769980,2026-04-13 08:30:35.870000,2026-04-13 08:30:42.640000
4EKFA417,PM5-PML1,TASJR91,17,9413.500000,9470.890000,57.390000,2026-04-13 08:30:42.640000,2026-04-13 08:31:40.030000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,9470.890000,9475.230000,4.339980,2026-04-13 08:31:40.030000,2026-04-13 08:31:44.370000
4EKFA417,AirLock2-oSlot1,TASJR91,17,9475.230000,9496.190000,2.095998,2026-04-13 08:31:44.370000,2026-04-13 08:32:05.330000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,9496.190000,9501.142000,4.950000,2026-04-13 08:32:05.330000,2026-04-13 08:32:10.282000
4EKFA417,CoolStationAL1PM7,TASJR91,17,9501.142000,9745.155000,244.009980,2026-04-13 08:32:10.282000,2026-04-13 08:36:14.295000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,9745.155000,9748.720000,3.570000,2026-04-13 08:36:14.295000,2026-04-13 08:36:17.860000
4EKFA417,CoolStationAL3PML17,TASJR91,17,9748.720000,10112.260000,363.540000,2026-04-13 08:36:17.860000,2026-04-13 08:42:21.400000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,10112.260000,10114.830000,2.569980,2026-04-13 08:42:21.400000,2026-04-13 08:42:23.970000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,9900.270000,9914.520000,14.250000,2026-04-13 08:38:49.410000,2026-04-13 08:39:03.660000
4EKFA417,AirLock1-iSlot1,TASJR91,9,9914.520000,9977.220000,62.700000,2026-04-13 08:39:03.660000,2026-04-13 08:40:06.360000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,9977.220000,10025.560000,48.360000,2026-04-13 08:40:06.360000,2026-04-13 08:40:54.700000
4EKFA417,PM3PML1,TASJR91,9,10025.560000,10204.760000,179.149980,2026-04-13 08:40:54.700000,2026-04-13 08:43:53.900000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,10204.760000,10210.760000,6.000000,2026-04-13 08:43:53.900000,2026-04-13 08:43:59.900000
4EKFA417,PM5-PML1,TASJR91,9,10210.760000,10269.160000,58.390020,2026-04-13 08:43:59.900000,2026-04-13 08:44:58.300000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,10269.160000,10272.160000,3.000000,2026-04-13 08:44:58.300000,2026-04-13 08:45:01.300000
4EKFA417,AirLock2-oSlot1,TASJR91,9,10272.160000,10294.560000,22.429980,2026-04-13 08:45:01.300000,2026-04-13 08:45:23.700000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,10294.560000,10298.860000,4.260000,2026-04-13 08:45:23.700000,2026-04-13 08:45:28.000000
4EKFA417,CoolStationAL1PML5,TASJR91,9,10298.860000,10548.860000,250.069980,2026-04-13 08:45:28.000000,2026-04-13 08:49:38.000000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,10548.860000,10553.560000,4.699980,2026-04-13 08:49:38.000000,2026-04-13 08:49:42.700000
4EKFA417,CoolStationAL4PML9,TASJR91,9,10553.560000,10936.360000,382.780020,2026-04-13 08:49:42.700000,2026-04-13 08:56:05.500000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,10936.360000,10941.960000,5.530020,2026-04-13 08:56:05.500000,2026-04-13 08:56:11.100000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,11001.960000,11016.807000,14.820000,2026-04-13 08:57:11.100000,2026-04-13 08:57:25.947000
4EKFA417,AirLock1-iSlot1,TASJR91,17,11016.807000,11044.520000,27.720000,2026-04-13 08:57:25.947000,2026-04-13 08:57:53.660000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,11044.520000,11059.470000,14.950020,2026-04-13 08:57:53.660000,2026-04-13 08:58:08.610000
4EKFA417,PM2-PML1,TASJR91,17,11059.470000,11240.390000,180.919980,2026-04-13 08:58:08.610000,2026-04-13 09:01:09.530000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,11240.390000,11247.160000,6.769980,2026-04-13 09:01:09.530000,2026-04-13 09:01:16.300000
4EKFA417,PM5-PML1,TASJR91,17,11247.160000,11304.550000,57.390000,2026-04-13 09:01:16.300000,2026-04-13 09:02:13.690000
4EKFA417,TransferChamber-EndEffector2,TASJR91,17,11304.550000,11308.890000,4.339980,2026-04-13 09:02:13.690000,2026-04-13 09:02:18.030000
4EKFA417,AirLock2-oSlot1,TASJR91,17,11308.890000,11329.850000,2.095998,2026-04-13 09:02:18.030000,2026-04-13 09:02:38.990000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,11329.850000,11334.802000,4.950000,2026-04-13 09:02:38.990000,2026-04-13 09:02:43.942000
4EKFA417,CoolStationAL1PM7,TASJR91,17,11334.802000,11578.815000,244.009980,2026-04-13 09:02:43.942000,2026-04-13 09:06:47.955000
4EKFA417,AtmArm-EndEffector11,TASJR91,17,11578.815000,11582.380000,3.570000,2026-04-13 09:06:47.955000,2026-04-13 09:06:51.520000
4EKFA417,CoolStationAL3PML17,TASJR91,17,11582.380000,11945.920000,363.540000,2026-04-13 09:06:51.520000,2026-04-13 09:12:55.060000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,17,11945.920000,11948.490000,2.569980,2026-04-13 09:12:55.060000,2026-04-13 09:12:57.630000
4EKFA417,AtmArm-EndEfferctor11,TASJR91,9,11733.930000,11748.180000,14.250000,2026-04-13 09:09:23.070000,2026-04-13 09:09:37.320000
4EKFA417,AirLock1-iSlot1,TASJR91,9,11748.180000,11810.880000,62.700000,2026-04-13 09:09:37.320000,2026-04-13 09:10:40.020000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,11810.880000,11859.220000,48.360000,2026-04-13 09:10:40.020000,2026-04-13 09:11:28.360000
4EKFA417,PM3PML1,TASJR91,9,11859.220000,12038.420000,179.149980,2026-04-13 09:11:28.360000,2026-04-13 09:14:27.560000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,12038.420000,12044.420000,6.000000,2026-04-13 09:14:27.560000,2026-04-13 09:14:33.560000
4EKFA417,PM5-PML1,TASJR91,9,12044.420000,12102.820000,58.390020,2026-04-13 09:14:33.560000,2026-04-13 09:15:31.960000
4EKFA417,TransferChamber-EndEffector2,TASJR91,9,12102.820000,12105.820000,3.000000,2026-04-13 09:15:31.960000,2026-04-13 09:15:34.960000
4EKFA417,AirLock2-oSlot1,TASJR91,9,12105.820000,12128.220000,22.429980,2026-04-13 09:15:34.960000,2026-04-13 09:15:57.360000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,12128.220000,12132.520000,4.260000,2026-04-13 09:15:57.360000,2026-04-13 09:16:01.660000
4EKFA417,CoolStationAL1PML5,TASJR91,9,12132.520000,12382.520000,250.069980,2026-04-13 09:16:01.660000,2026-04-13 09:20:11.660000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,12382.520000,12387.220000,4.699980,2026-04-13 09:20:11.660000,2026-04-13 09:20:16.360000
4EKFA417,CoolStationAL4PML9,TASJR91,9,12387.220000,12770.020000,382.780020,2026-04-13 09:20:16.360000,2026-04-13 09:26:39.160000
4EKFA417,AtmArm-EndEffector11,TASJR91,9,12770.020000,12775.620000,5.530020,2026-04-13 09:26:39.160000,2026-04-13 09:26:44.760000
